case_number,date,year,country,activity,sex_,age,fatal_yn,species_,Year_2,Type_attack,country_2,Gender2,Ages_2,Months,Fatality
1921.11.27.a,27-Nov-1921,1921.0,USA,"Wading to dinghy, carrying his son",M,40,N,,1921,Unprovoked,USA,M,40,Nov,N
1921.11.15.R,Reported 15-Nov-1921,1921.0,USA,Swimming,nan,,Y,,1921,Unprovoked,USA,nan,No_Info,Nov,Y
1921.10.12,12-Oct-1921,1921.0,USA,Diving for beche-de-mer ,M,,N,,1921,Unprovoked,USA,M,No_Info,Oct,N
1921.10.04,04-Oct-1921,1921.0,USA,Diving for beche-de-mer,M,22,Y,,1921,Unprovoked,USA,M,22,Oct,Y
1921.09.00,Sep-1921,1921.0,USA,Fishing,M,,N,"Blue shark, 4' ",1921,Provoked,USA,M,No_Info,No_Info,N
1921.08.29.R,Reported 29-Aug-1929,1921.0,USA,,M,,N,,1921,Unprovoked,USA,M,No_Info,Aug,N
1921.08.28,28-Aug-1921,1921.0,USA,Swimming,M,21,Y,,1921,Unprovoked,USA,M,21,Aug,Y
1921.07.21,21-Jul-1921,1921.0,USA,Fell overboard,M,,Y,,1921,Unprovoked,USA,M,No_Info,Jul,Y
1921.01.11.R,Reported 11-Jan-1921,1921.0,USA,,nan,,,Questionable,1921,No_Info,USA,nan,No_Info,Jan,nan
1920.11.29,29-Nov-1920,1920.0,USA,Wading,M,,N,4' to 5' shark,1920,Unprovoked,USA,M,No_Info,Nov,N
1921.08.22,22-Aug-1921,1921.0,USA,Dived into a school of baitfish,M,,Y,Comrades saw shark's tail appear about 5' away,1921,Unprovoked,USA,M,No_Info,Aug,Y
1920.11.22,22-Nov-1920,1920.0,USA,Standing,M,,N,"15* to 24"" dog shark",1920,Unprovoked,USA,M,No_Info,Nov,N
1920.11.04,04-Nov-1920,1920.0,USA,The coastwise steamer San Basilio capsized in a typhoon,M,,Y,,1920,Sea Disaster,USA,M,No_Info,Nov,Y
1920.07.14,14-Jul-1920,1920.0,USA,Swimming ,M,30,,Questionable,1920,No_Info,USA,M,30,Jul,nan
1920.07.05.R,Reported 06-Jul-1920,1920.0,USA,Diving for trochus shell,M,,N,,1920,Unprovoked,USA,M,No_Info,Jul,N
1920.06.29,29-Jun-1920,1920.0,USA,Swimming ,M,13,N,,1920,Unprovoked,USA,M,13,Jun,N
1920.06.27,27-Jun-1920,1920.0,USA,Harpooned shark,nan,,N,15',1920,Provoked,USA,nan,No_Info,Jun,N
1920.03.08,08-Mar-1920,1920.0,USA,"Boat capsized, swimming to shore",M,20,N,,1920,Unprovoked,USA,M,20,Mar,N
1920.01.24.R.b,Reported 24-Jan-1920,1920.0,USA,Diving,M,,N,,1920,Unprovoked,USA,M,No_Info,Jan,N
1920.02.03,03-Feb-1920,1920.0,USA,Floating face down,F,18,N,,1920,Unprovoked,USA,F,18,Feb,N
1920.01.24.R.a,Reported 24-Jan-1920,1920.0,USA,Free diving,M,,Y,,1920,Unprovoked,USA,M,No_Info,Jan,Y
1920.01.15,15-Jan-1920,1920.0,USA,Swimming ,M,12,Y,,1920,Unprovoked,USA,M,12,Jan,Y
1920.00.00.b,1920s,1920.0,USA,Jumped overboard,M,,Y,,1920,Unprovoked,USA,M,No_Info,No_Info,Y
1920.00.00.b,1920,1920.0,USA,,F,,N,,1920,Unprovoked,USA,F,No_Info,No_Info,N
1920.00.00.a,1920,1920.0,USA,Splashing,M,12,N,,1920,Unprovoked,USA,M,12,No_Info,N
1919.12.30.R,Reported 30-Dec-1919,1919.0,USA,Swimming,M,29,N,,1919,Unprovoked,USA,M,29,Dec,N
1919.12.07,07-Dec-1919,1919.0,USA,Swimming,M,47,Y,,1919,Unprovoked,USA,M,47,Dec,Y
1919.11.18,18-Nov-1919,1919.0,USA,Sitting in a boat,M,,N,,1919,Unprovoked,USA,M,No_Info,Nov,N
1919.09.12,12-Sep-1919,1919.0,USA,Small vessel with 13 men on board capsized crossing the bar and 6 men drowned.  The 7 survivors were swimming to shore,M,,Y,,1919,Unprovoked,USA,M,No_Info,Sep,Y
1919.08.10,10-Aug-1919,1919.0,USA,Swimming,M,,N,,1919,Unprovoked,USA,M,No_Info,Aug,N
1919.05.29,29-May-1919,1919.0,USA,"""Swimming vigorously""",M,,N,,1919,Unprovoked,USA,M,No_Info,May,N
1919.04.06,06-Apr-1919,1919.0,USA,Knocked into the water,M,,Y,"3.7 m [12'], 1200-lb shark. Shark caught & its jaw exhibited at the Carnegie Museum",1919,Unprovoked,USA,M,No_Info,Apr,Y
1919.03.16,16-Mar-1919,1919.0,USA,Cutter capsized,M,,UNKNOWN,Shark involvement prior to death unconfirmed,1919,No_Info,USA,M,No_Info,Mar,No_Info
1919.01.17,17-Jan-1919,1919.0,USA,Swimming,M,,N,3.7 m to 4.3 m [12' to 14']  shark,1919,Unprovoked,USA,M,No_Info,Jan,N
1919.01.15,15-Jan-1919,1919.0,USA,Swimming,F,,N,,1919,Unprovoked,USA,F,No_Info,Jan,N
1919.01.09,09-Jan-1919,1919.0,USA,Wading,M,13,Y,12' shark,1919,Unprovoked,USA,M,13,Jan,Y
1919.01.05,05-Jan-1919,1919.0,USA,Wading (shrimping),M,38,Y,,1919,Unprovoked,USA,M,38,Jan,Y
1900.00.00.R,Reported to have taken place in 1919,1919.0,USA,Fishing,M,,N,13' shark,1919,Boat,USA,M,No_Info,No_Info,N
1919.00.00,1919,1919.0,USA,Swimming,F,,N,,1919,Unprovoked,USA,F,No_Info,No_Info,N
1918.11.00.b,Nov-1918,1918.0,USA,Fishing,M,,Y,,1918,Unprovoked,USA,M,No_Info,No_Info,Y
1918.11.00.a,Nov-1918,1918.0,USA,Steamer Una wrecked with 75 laborers onboard. Survivors took to rafts & lifeboats.,M,,Y,"Tiger sharks, 2.4 m to 4.9 m [8' to 16'] ",1918,Sea Disaster,USA,M,No_Info,No_Info,Y
1918.09.19,19-Sep-1918,1918.0,USA,Bathing,M,22,Y,,1918,Unprovoked,USA,M,22,Sep,Y
1918.03.22,22-Mar-1918,1918.0,USA,Surfing,M,,N,12' shark,1918,Unprovoked,USA,M,No_Info,Mar,N
1918.00.00,1918,1918.0,USA,Diving,M,,N,,1918,Unprovoked,USA,M,No_Info,No_Info,N
1917.12.15,15-Dec-1917,1917.0,USA,Swimming,M,,N,,1917,Unprovoked,USA,M,No_Info,Dec,N
1917.11.00,Nov-1917,1917.0,USA,Wreck of the tug Magellan,M,,Y,,1917,Unprovoked,USA,M,No_Info,No_Info,Y
1917.09.21,21-Sep-1917,1917.0,USA,"Swimming, towing an empty barrel",M,,N,,1917,Unprovoked,USA,M,No_Info,Sep,N
1917.09.09,09-Sep-1917,1917.0,USA,Stuffing a shark into an automobile,M,,N,12' shark,1917,Provoked,USA,M,No_Info,Sep,N
1917.09.00,Sep-1917,1917.0,USA,Swimming to shore from the Medic,M,,Y,,1917,Unprovoked,USA,M,No_Info,No_Info,Y
1917.07.18,18-Jul-1917,1917.0,USA,Diving,M,,Y,,1917,Unprovoked,USA,M,No_Info,Jul,Y
1917.07.15,15-Jul-1917,1917.0,USA,Ship Mariston torpedoed & sunk,M,,Y,,1917,Sea Disaster,USA,M,No_Info,Jul,Y
1917.06.03,03-Jun-1917,1917.0,USA,Swimming beside launch,M,,N,,1917,Unprovoked,USA,M,No_Info,Jun,N
1917.05.31,31-May-1917,1917.0,USA,Swimming,M,,Y,,1917,Unprovoked,USA,M,No_Info,May,Y
1917.05.05,Reported 05-May-1917,1917.0,USA,Diving for pearls,M,,N,,1917,Unprovoked,USA,M,No_Info,May,N
1917.00.00,1917,1917.0,USA,Diving for sponges,M,,N,,1917,Unprovoked,USA,M,No_Info,No_Info,N
1916.12.30,30-Dec-1916,1916.0,USA,Bathing,M,25,N,,1916,Unprovoked,USA,M,25,Dec,N
1916.12.08.b,08-Dec-1916,1916.0,USA,Taking wife to beach & about 1 m from the shore,M,41,Y,,1916,Unprovoked,USA,M,41,Dec,Y
1916.12.08.a,08-Dec-1916,1916.0,USA,Swimming 10 m from shore,F,,N,,1916,Unprovoked,USA,F,No_Info,Dec,N
1916.11.15,15-Nov-1916,1916.0,USA,,M,,N,,1916,Provoked,USA,M,No_Info,Nov,N
1916.11.10,10-Nov-1916,1916.0,USA,Swimming,M,,Y,,1916,Unprovoked,USA,M,No_Info,Nov,Y
1916.11.09,09-Nov-1916,1916.0,USA,Bathing,M,27,Y,,1916,Unprovoked,USA,M,27,Nov,Y
1916.10.11,11-Oct-1916,1916.0,USA,"Fishing, attempted to take a netted shark",M,,Y,,1916,Provoked,USA,M,No_Info,Oct,Y
1916.08.24, 24-Aug-1916,1916.0,USA,Netting shrimp,M,,N,,1916,Unprovoked,USA,M,No_Info,Aug,N
1916.07.26,26-Jul-1916,1916.0,USA,Fishing,M,,N,,1916,Unprovoked,USA,M,No_Info,Jul,N
1916.07.13.b,13-Jul-1916,1916.0,USA,Swimming,F,,,,1916,No_Info,USA,F,No_Info,Jul,nan
1916.07.13,13-Jul-1916,1916.0,USA,Swimming,M,,N,,1916,Unprovoked,USA,M,No_Info,Jul,N
1916.07.12.c,12-Jul-1916,1916.0,USA,Swimming,M,12,N,Said to involve a 2.7 m [9'] shark,1916,Unprovoked,USA,M,12,Jul,N
1916.07.12.b,12-Jul-1916,1916.0,USA,Swimming (recovering remains of Stilwell) ,M,24,Y,3 m [10'] shark,1916,Unprovoked,USA,M,24,Jul,Y
1916.07.12.a,12-Jul-1916,1916.0,USA,Swimming,M,10,Y,,1916,Unprovoked,USA,M,10,Jul,Y
1916.07.11,11-Jul-1916,1916.0,USA,S.S. Ramos foundered in a hurricane. Captain & 14 crew in water-logged lifeboats. ,M,,Y,,1916,Sea Disaster,USA,M,No_Info,Jul,Y
1916.07.08,08-Jul-1916,1916.0,USA,Diving,M,,N,,1916,Unprovoked,USA,M,No_Info,Jul,N
1916.07.07,07-Jul-1916,1916.0,USA,Bathing,M,,N,,1916,Unprovoked,USA,M,No_Info,Jul,N
1916.07.06,06-Jul-1916,1916.0,USA,Swimming,M,,Y,Thought to involve a 2.6 m [8.5'] white shark,1916,Unprovoked,USA,M,No_Info,Jul,Y
1916.07.01,01-Jul-1916,1916.0,USA,Swimming,M,24,Y,Thought to involve a 2.6 m [8.5'] white shark,1916,Unprovoked,USA,M,24,Jul,Y
1916.06.30,30-Jun-1916,1916.0,USA,Swimming,M,10 or 12,N,,1916,Unprovoked,USA,M,No_Info,Jun,N
1916.06.24.R,Reported 24-Jun-1916,1916.0,USA,Jumped overboard from Norwegian steamship Venator,M,,Y,,1916,Unprovoked,USA,M,No_Info,Jun,Y
1916.06.23,23-Jun-1916,1916.0,USA,,M,26,N,,1916,Provoked,USA,M,26,Jun,N
1916.04.25.R,Reported 25-Apr-1916,1916.0,USA,Swimming,M,,Y,,1916,Unprovoked,USA,M,No_Info,Apr,Y
1916.04.03,03-Apr-1916,1916.0,USA,Clinging to overturned rowing boat,M,17,Y,,1916,Unprovoked,USA,M,17,Apr,Y
1916.03.19,19-Mar-1916,1916.0,USA,Bathing,M,,N,,1916,Unprovoked,USA,M,No_Info,Mar,N
1915.12.09.R,Reported 09-Dec-1915,1915.0,USA,Diving,M,,N,,1915,Unprovoked,USA,M,No_Info,Dec,N
1915.11.10,10-Nov-1915,1915.0,USA,Bathing,M,10,N,,1915,Unprovoked,USA,M,10,Nov,N
1915.11.08,08-Nov-1914,1915.0,USA,Bathing,M,,N,,1915,Unprovoked,USA,M,No_Info,Nov,N
1915.08.03,03-Aug-1915,1915.0,USA,,M,,N,,1915,Unprovoked,USA,M,No_Info,Aug,N
1915.07.06.a.R,Reported 06-Jul-1915,1915.0,USA,Fishing,M,,Y,,1915,Unprovoked,USA,M,No_Info,Jul,Y
1915.07.06.a.R,Reported 06-Jul-1915,1915.0,USA,Wading,M,,Y,,1915,Unprovoked,USA,M,No_Info,Jul,Y
1915.05.15.R,Reported 15-May-1915,1915.0,USA,Fell overboard,M,,,Shark involvement prior to death unconfirmed,1915,No_Info,USA,M,No_Info,May,nan
1915.03.29,29-Mar-1915,1915.0,USA,Skin diving for trepang but at surface next to the boat,M,,N,3 m [10'] shark,1915,Unprovoked,USA,M,No_Info,Mar,N
1915.02.06,06-Feb-1915,1915.0,USA,Swimming,M,,N,,1915,Unprovoked,USA,M,No_Info,Feb,N
1915.01.13,13-Jan-1915,1915.0,USA,Fishing,M,,,Shark involvement prior to death unconfirmed,1915,No_Info,USA,M,No_Info,Jan,nan
1915.01.01,01-Jan-1915,1915.0,USA,Bathing,M,17,Y,,1915,Unprovoked,USA,M,17,Jan,Y
1915.00.00,Ca. 1915,1915.0,USA,,M,,,"Reported to involve a 3.7 m [12'] shark, possibly a white shark",1915,No_Info,USA,M,No_Info,No_Info,nan
1914.12.04.R,Reported 04-Dec-1914,1914.0,USA,Swimming,M,,N,,1914,Unprovoked,USA,M,No_Info,Dec,N
1914.10.17,17-Oct-1914,1914.0,USA,Copra vessel with 19 on board was wrecked in a squall,F,,N,,1914,Sea Disaster,USA,F,No_Info,Oct,N
1914.09.26.R,Reported 26-Sep-1914,1914.0,USA,Fell overboard,M,,Y,"A 20' shark known as ""Old Tom""",1914,Unprovoked,USA,M,No_Info,Sep,Y
1914.09.09,09-Sep-1914,1914.0,USA,Swimming,M,17,Y,,1914,Unprovoked,USA,M,17,Sep,Y
1914.07.15.R,Reported 15-Jul-1914,1914.0,USA,Washing clothes,F,,N,1.5 m [5'] shark,1914,Unprovoked,USA,F,No_Info,Jul,N
1914.07.08.R,Reported 09-Jul-1914,1914.0,USA,Fishing,M,,N,,1914,Provoked,USA,M,No_Info,Jul,N
1914.07.07,07-Jul-1914,1914.0,USA,,M,,N,6 m shark,1914,Unprovoked,USA,M,No_Info,Jul,N
1914.06.12,13-Jun-1914,1914.0,USA,Fishing boat,M,,N,,1914,Boat,USA,M,No_Info,Jun,N
1914.06.10,10-Jun-1914,1914.0,USA,Bathing,M,43,Y,,1914,Unprovoked,USA,M,43,Jun,Y
1914.05.31,31-May-1914,1914.0,USA,Swimming ashore from swamped 13-ft boat,M,,Y,,1914,Sea Disaster,USA,M,No_Info,May,Y
1914.05.14,14-May-1914,1914.0,USA,Fishing,F,,N,3' shark,1914,Provoked,USA,F,No_Info,May,N
1914.03.14.R,Reported 14-Mar-1914,1914.0,USA,Swimming,M,,,Shark involvement prior to death unconfirmed,1914,No_Info,USA,M,No_Info,Mar,nan
1914.03.10.R,Reported 10-Mar-1914,1914.0,USA,Boat swamped,M,,Y,,1914,Sea Disaster,USA,M,No_Info,Mar,Y
1914.03.03,03-Mar-1914,1914.0,USA,Washed into sea while picking opihi & attacked by 2 large sharks ,M,,Y,,1914,Unprovoked,USA,M,No_Info,Mar,Y
1914.02.09.R,Reported 09-Feb-1914,1914.0,USA,Wading,M,,N,said to involve a tiger shark,1914,Unprovoked,USA,M,No_Info,Feb,N
1914.02.03,  03-Feb-1914,1914.0,USA,Canoeing,M,,N,,1914,Unprovoked,USA,M,No_Info,Feb,N
1914.01.17.R,Reported 17-Jan-1914,1914.0,USA,Wading,F,,N,,1914,Unprovoked,USA,F,No_Info,Jan,N
1914.00.00,1914,1914.0,USA,,F,,UNKNOWN,,1914,Unprovoked,USA,F,No_Info,No_Info,No_Info
1913.12.30.R,Reported 30-Dec-1913,1913.0,USA,Fishing for mackerel,nan,,N,13' shark,1913,Provoked,USA,nan,No_Info,Dec,N
1913.12.26.R,Reported 26-Dec-1913,1913.0,USA,,M,,Y,,1913,Sea Disaster,USA,M,No_Info,Dec,Y
1913.11.27,27-Nov-1913,1913.0,USA,Boat swamped,M,,Y,,1913,Unprovoked,USA,M,No_Info,Nov,Y
1913.11.21,21-Nov-1913,1913.0,USA,Swimming,M,12,N,,1913,Unprovoked,USA,M,12,Nov,N
1913.09.21,21-Sep-1913,1913.0,USA,,M,,N,Said to involve a 2.4 m [8'] hammerhead shark,1913,Unprovoked,USA,M,No_Info,Sep,N
1913.09.03,03-Sep-1913,1913.0,USA,,M,,N,2 m shark,1913,Provoked,USA,M,No_Info,Sep,N
1913.08.27.R,Reported 27-Aug-1913,1913.0,USA,,M,,,Shark involvement prior to death unconfirmed,1913,No_Info,USA,M,No_Info,Aug,nan
1913.08.27.R,Reported 27-Aug-1913,1913.0,USA,,F,,,Shark involvement prior to death unconfirmed,1913,No_Info,USA,F,No_Info,Aug,nan
1913.08.26.R,26-Aug-1913,1913.0,USA,,nan,,,Shark involvement prior to death unconfirmed,1913,No_Info,USA,nan,No_Info,Aug,nan
1913.07.12,12-July-1913,1913.0,USA,,M,,Y,,1913,Unprovoked,USA,M,No_Info,No_Info,Y
1913.07.10.R,Reported 10-Jul-1913,1913.0,USA,Swimming,M,,Y,,1913,Unprovoked,USA,M,No_Info,Jul,Y
1913.05.21,21-May-1913,1913.0,USA,Fishing,M,,N,,1913,Provoked,USA,M,No_Info,May,N
1913.05.02,02-May-1913,1913.0,USA,Hauling in net,M,,N,,1913,Provoked,USA,M,No_Info,May,N
1913.03.27,27-Mar-1913,1913.0,USA,,M,,N,,1913,Unprovoked,USA,M,No_Info,Mar,N
1913.01.00,Jan-1913,1913.0,USA,Diving,M,,N,Tiger shark ,1913,Unprovoked,USA,M,No_Info,No_Info,N
1913.00.00.d,1913,1913.0,USA,Swimming after his hat,M,,Y,,1913,Unprovoked,USA,M,No_Info,No_Info,Y
1913.00.00.c,1913,1913.0,USA,Swimming,M,,Y,,1913,Unprovoked,USA,M,No_Info,No_Info,Y
1913.00.00.a,1913,1913.0,USA,,M,,N,,1913,Unprovoked,USA,M,No_Info,No_Info,N
1912.11.30.R,Reported 30-Nov-1912,1912.0,USA,Swimming from foundered vessel,F,19,Y,,1912,Sea Disaster,USA,F,19,Nov,Y
1912.08.30,30-Aug-1912,1912.0,USA,Swimming,M,12,Y,,1912,Unprovoked,USA,M,12,Aug,Y
1912.07.23,23-Jul-1912,1912.0,USA,Swimming,M,,N,8' shark,1912,Unprovoked,USA,M,No_Info,Jul,N
1912.07.06.R,Reported 06-Jul-1912,1912.0,USA,Bathing,M,,Y,,1912,Unprovoked,USA,M,No_Info,Jul,Y
1912.05.04,04-May-1912,1912.0,USA,,M,,,Shark involvement prior to death unconfirmed,1912,No_Info,USA,M,No_Info,May,nan
1912.03.18,18-Mar-1912,1912.0,USA,Swimming,M,,N,,1912,Unprovoked,USA,M,No_Info,Mar,N
1912.02.22,22-Feb-1912,1912.0,USA,Hard hat diving,M,,N,,1912,Provoked,USA,M,No_Info,Feb,N
1912.02.19,19-Feb-1912,1912.0,USA,Swimming,M,18,N,,1912,Unprovoked,USA,M,18,Feb,N
1912.02.03,03-Feb-1912,1912.0,USA,Swimming,M,,N,,1912,Unprovoked,USA,M,No_Info,Feb,N
1912.01.26,26-Jan-1912,1912.0,USA,Swimming,M,21,Y,"2.8 m [9'3""] whaler shark captured 3 days later with his remains in its gut",1912,Unprovoked,USA,M,21,Jan,Y
1912.01.13.R,Reported 13-Jan-1912,1912.0,USA,Washed overboard,M,7,Y,,1912,Unprovoked,USA,M,7,Jan,Y
1912.01.06,06-Jan-1912,1912.0,USA,,M,,N,"C. macrurus captured 48 hours after attack with tissue removed from man in its gut; species identified by G.P. Whitley,  reported as C. obscurus by  R. Steel",1912,Unprovoked,USA,M,No_Info,Jan,N
1912.01.01,01-Jan-1912,1912.0,USA,Bathing,M,,Y,,1912,Unprovoked,USA,M,No_Info,Jan,Y
1912.00.00,1912,1912.0,USA,Fell into the water,M,,Y,White shark,1912,Unprovoked,USA,M,No_Info,No_Info,Y
1911.11.08,08-Nov-1911,1911.0,USA,,M,,,Shark involvement prior to death unconfirmed,1911,No_Info,USA,M,No_Info,Nov,nan
1911.10.26,26-Oct-1911,1911.0,USA,Fell overboard from steamship Rio Grande,M,,Y,,1911,Unprovoked,USA,M,No_Info,Oct,Y
1911.10.25,25-Oct-1911,1911.0,USA,Diving,M,23,N,,1911,Unprovoked,USA,M,23,Oct,N
1911.09.23,23-Sep-1911,1911.0,USA,Jumped overboard to rescue companion,M,,Y,,1911,Unprovoked,USA,M,No_Info,Sep,Y
1911.09.20,20-Sep-1911,1911.0,USA,Fell overboard & swimming,M,,Y,,1911,Unprovoked,USA,M,No_Info,Sep,Y
1911.09.17,17-Sep-1911,1911.0,USA,Bathing,M,,N,,1911,Unprovoked,USA,M,No_Info,Sep,N
1911.07.31.R,Reported 31-Jul-1911,1911.0,USA,Bathing,M,,Y,,1911,Unprovoked,USA,M,No_Info,Jul,Y
1911.07.16.R,Reported 16-Jul-1911,1911.0,USA,Fishing,M,,N,,1911,Provoked,USA,M,No_Info,Jul,N
1911.05.09,09-May-1911,1911.0,USA,Bathing,M,64,Y,,1911,Unprovoked,USA,M,64,May,Y
1911.05.01.R,Reported 01-May-1911,1911.0,USA,Fishing,M,,N,5' shark,1911,Provoked,USA,M,No_Info,May,N
1911.05.01,01-May-1911,1911.0,USA,Swimming,M,,Y,,1911,Unprovoked,USA,M,No_Info,May,Y
1911.04.08.R,Reported 08-Apr-1911,1911.0,USA,Fishing,nan,,N,,1911,Boat,USA,nan,No_Info,Apr,N
1911.03.29.R,Reported 29-Mar-1911,1911.0,USA,Swimming,M,,Y,,1911,Unprovoked,USA,M,No_Info,Mar,Y
1911.01.04,04-Jan-1911,1911.0,USA,3-masted steel barque Glenbank foundered during a cyclone,M,22,N,,1911,Sea Disaster,USA,M,22,Jan,N
1911.00.00.b,1911,1911.0,USA,Swimming,M,,N,,1911,Unprovoked,USA,M,No_Info,No_Info,N
1911.00.00.a,Ca. 1911,1911.0,USA,Fishing,M,50,Y,,1911,Unprovoked,USA,M,50,No_Info,Y
1910.12.25.R,Reported 25-Dec-1910,1910.0,USA,,M,,,Questionable,1910,No_Info,USA,M,No_Info,Dec,nan
1910.12.23.R,Reported 23-Dec-1910,1910.0,USA,Shipwrecked pearling schooner,M,,Y,,1910,Sea Disaster,USA,M,No_Info,Dec,Y
1910.11.28,28-Nov-1910,1910.0,USA,Fishing,M,,N,Angel shark,1910,Provoked,USA,M,No_Info,Nov,N
1910.11.24,24-Nov-1910,1910.0,USA,Bathing,M,,N,Said to involve  9' blue shark,1910,Unprovoked,USA,M,No_Info,Nov,N
1910.06.25.R,Reported 25-Jun-1910,1910.0,USA,Swimming,M,,N,,1910,Unprovoked,USA,M,No_Info,Jun,N
1910.06.08.R,Reported 08-Jun-1910,1910.0,USA,"Steamer Durao struck rock & filled, boats capsized, passengers & crew tried to swim to shore",nan,,Y,,1910,Sea Disaster,USA,nan,No_Info,Jun,Y
1910.05.16.R,Reported 16-May-1910,1910.0,USA,"Unknown, their unoccupied yawlboat was recovered",M,,,Shark involvement prior to death unconfirmed,1910,No_Info,USA,M,No_Info,May,nan
1910.03.31,31-Mar-1910,1910.0,USA,Fell overboard from USS cruiser Tacoma,M,,Y,,1910,Unprovoked,USA,M,No_Info,Mar,Y
1910.03.08,08-Mar-1910,1910.0,USA,Swimming,M,,N,6' shark,1910,Unprovoked,USA,M,No_Info,Mar,N
1910.03.00,Mar-1910,1910.0,USA,"Hard hat diving, laying some charge of powder",M,,,Invalid,1910,No_Info,USA,M,No_Info,No_Info,nan
1910.02.16,  16-Feb-1910,1910.0,USA,Surf bathing,M,,N,5.5' to 6' shark,1910,Unprovoked,USA,M,No_Info,Feb,N
1910.01.26,26-Jan-1910,1910.0,USA,,M,,Y,,1910,Unprovoked,USA,M,No_Info,Jan,Y
1910.00.00.b,1910,1910.0,USA,"Fishing, thrown into water by heavy sea, clinging to rocks at the water line",M,,,Shark involvement prior to death unconfirmed,1910,No_Info,USA,M,No_Info,No_Info,nan
1910.00.00.a,1910,1910.0,USA,Swimming,M,,UNKNOWN,6 m [20'] shark,1910,Unprovoked,USA,M,No_Info,No_Info,No_Info
1909.12.26.R,Reported 26-Nov-1909,1909.0,USA,,M,,N,,1909,Unprovoked,USA,M,No_Info,Nov,N
1909.12.15.R,Reported 15-Dec-1909,1909.0,USA,Fell overboard,M,,Y,,1909,Unprovoked,USA,M,No_Info,Dec,Y
1909.12.05,05-Dec-1909,1909.0,USA,Fishing,M,,N,7' shark,1909,Provoked,USA,M,No_Info,Dec,N
1909.11.14,14-Nov-1909 to 19-Nov-1909,1909.0,USA,The 2379-ton French steamer La Seyne collied with British steamer Onda & sank in minutes. Passengers jumped overboard expecting to be picked up by Ondas boats,nan,,Y,,1909,Sea Disaster,USA,nan,No_Info,No_Info,Y
1909.09.04.R,Reported 04-Sep-1909,1909.0,USA,Seine netting,M,,N,5' shark,1909,Provoked,USA,M,No_Info,Sep,N
1909.08.13,13-Aug-1909,1909.0,USA,Fell overboard from fishing schooner Halycon,M,,Y,,1909,Unprovoked,USA,M,No_Info,Aug,Y
1909.07.24,24-Jul-1909,1909.0,USA,Fell overboard while fishing for sharks,M,,N,,1909,Unprovoked,USA,M,No_Info,Jul,N
1909.07.15,15-Jul-1909,1909.0,USA,Swimming,M,16,N,,1909,Unprovoked,USA,M,16,Jul,N
1909.06.26.a.R,Reported 26-Jun-1909,1909.0,USA,Bathing,F,,Y,,1909,Unprovoked,USA,F,No_Info,Jun,Y
1909.06.26.b.R,26-Jun-1909,1909.0,USA,,M,,Y,18-foot shark,1909,Unprovoked,USA,M,No_Info,Jun,Y
1909.06.18,18-Jun-1909,1909.0,USA,"1446-ton Norwegian barque Errol, bound from Peru to Newcastle with 22 on board wrecked. Survivors shelterd on the wreck of the Annasona. Subsequently the Master, his wife & 4 children perished along with several crew. Survivors (5) were rescued 7/12/1909",M,,Y,,1909,Sea Disaster,USA,M,No_Info,Jun,Y
1909.04.27.R,Reported 27-Apr-1909,1909.0,USA,Fishing,M,,N,,1909,Provoked,USA,M,No_Info,Apr,N
1909.04.10,10-Apr-1909,1909.0,USA,Reported swept away by waves while gathering opihi,F,19,,Questionable,1909,No_Info,USA,F,19,Apr,nan
1909.04.09.R,Reported 09-Apr-1909,1909.0,USA,Diving (Helmet) for sponges,M,,Y,,1909,Unprovoked,USA,M,No_Info,Apr,Y
1909.03.06,06-Mar-1909,1909.0,USA,Wreck of the 1308-ton Norwegian ship Auckland,F,,Y,,1909,Sea Disaster,USA,F,No_Info,Mar,Y
1909.01.17,17-Jan-1909,1909.0,USA,Jumped overboard ,M,36,,Questionable,1909,No_Info,USA,M,36,Jan,nan
1909.01.00,Jan-1909,1909.0,USA,"On December 28, 1908, an earthquake, followed by tsunamis, destroyed coastal towns in Silcily and southern Italy, killing more than 100,000 people",nan,,,Shark involvement prior to death was not confirmed,1909,No_Info,USA,nan,No_Info,No_Info,nan
1909.00.00,1909,1909.0,USA,,nan,,N ,,1909,Unprovoked,USA,nan,No_Info,No_Info,N
1908.12.31,31-Dec-1908,1908.0,USA,Swimming,M,16,Y,,1908,Unprovoked,USA,M,16,Dec,Y
1908.12.16.R,Reported 16-Dec-1908,1908.0,USA,Swimming ashore from capsized boat,M,,Y,,1908,Unprovoked,USA,M,No_Info,Dec,Y
1908.09.21,   21-Sep-1908,1908.0,USA,Fell from the jetty,M,,Y,Remains recovered from 3 sharks,1908,Unprovoked,USA,M,No_Info,Sep,Y
1908.09.05,05-Sep-1908,1908.0,USA,On fishing boat & trailing hand in the water,M,,N,,1908,Unprovoked,USA,M,No_Info,Sep,N
1908.08.28.R,Reported 28-Aug-1908,1908.0,USA,Fell overboard from P&O steamship Arabia,M,,Y,,1908,Unprovoked,USA,M,No_Info,Aug,Y
1908.07.18.R,Reported 18-Jul-1908,1908.0,USA,,nan,,,Questionable,1908,No_Info,USA,nan,No_Info,Jul,nan
1908.07.08.R,Reported 08-Jul-1908,1908.0,USA,Boating,F,,Y,"Species unknown, possible white shark",1908,Unprovoked,USA,F,No_Info,Jul,Y
